kata,kelas
tenok,Verba
tenong,Nomina
tenor,Nomina
tenreng,Nomina
tensi,Nomina
tensimeter,Nomina
tensiometer,Nomina
tentakel,Nomina
tentamen,Nomina
tentang,Partikel
tentangan,Nomina
tentara,Nomina
tentari,Nomina
tentatif,Adjektiva
tentawan,Nomina
tenteng,Verba
tenter,Nomina
tenteram,Adjektiva
tentir,Verba
tentu,Adverbia
tenuk,Nomina
tenun,Nomina
tenunan,Nomina
tenung,Nomina
tenungan,Nomina
tenura,Nomina
teobromina,Nomina
teodolit,Nomina
teofani,Nomina
teofobia,Nomina
teogoni,Nomina
teokrasi,Nomina
teokratis,Adjektiva
teolog,Nomina
teologi,Nomina
teologikofobia,Nomina
teologis,Adjektiva
teomania,Nomina
teomorfik,Adjektiva
teomorfis,Adjektiva
teonomi,Nomina
teorema,Nomina
teoretikus,Nomina
teoretis,Adjektiva
teoretisi,Nomina
teori,Nomina
teorisasi,Nomina
teosentrik,Adjektiva
teosentris,Adjektiva
teosentrisme,Nomina
teosofi,Nomina
teosofis,Adjektiva
tepa,Nomina
tepak,Nomina
tepam,Verba
tepar,Verba
tepas,Adjektiva
tepat,Adjektiva
tepatan,Nomina
tepdek,Nomina
tepeh,Nomina
tepek,Nomina
teperam,Nomina
teperbuat,Verba
tepercaya,Adjektiva
tepercik,Verba
tepercit,Verba
tepercul,Verba
teperdaya,Verba
tepergok,Verba
teperhatikan,Verba
teperling,Verba
teperlus,Verba
tepermai,Adjektiva
tepermanai,Adjektiva
tepersil,Verba
tepi,Nomina
tepian,Nomina
tepik,Verba
tepinis,Nomina
tepis,Verba
teplok,Nomina
tepo,Nomina
tepok,Adjektiva
tepong,Nomina
tepos,Adjektiva
tepra,Nomina
teptibau,Nomina
tepu,Adjektiva
tepuk,Nomina
tepukan,Nomina
tepung,Nomina
tepurang,Nomina
tepus,Nomina
ter,Nomina
ter-,Verba
tera,Nomina
teraan,Nomina
teraba,Verba
teraba-raba,Verba
terabadikan,Verba
terabai,Verba
terabaikan,Verba
terabak,Verba
terabar,Verba
terabas,Verba
terabita,Nomina
terabolisi,Verba
terabsen,Verba
terabsorpsi,Verba
terabsurd,Adjektiva
teracak,Nomina
terada,Nomina
teradaptasi,Verba
teradat,Verba
teradem,Adjektiva
teradil,Adjektiva
teradili,Verba
teradopsi,Verba
teradsorpsi,Verba
teradu,Nomina
teraduh,Verba
teraduk,Verba
teradukan,Verba
teraerasi,Verba
terafiliasi,Verba
teraformasi,Nomina
teragak,Verba
teragitasi,Verba
teragresif,Adjektiva
teragung,Verba
terahertz,Nomina
terahli,Adjektiva
teraih,Verba
terajak,Verba
terajam,Nomina
terajarkan,Verba
terajin,Adjektiva
teraju,Nomina
terajun,Verba
terajut,Verba
terak,Nomina
terakhir,Adjektiva
terakomodasi,Verba
terakomodasikan,Verba
terakomodir,Verba
terakota,Nomina
terakreditasi,Verba
terakselerasi,Verba
terakses,Verba
teraktif,Adjektiva
teraktual,Adjektiva
teraktualisasi,Verba
teraktualisasikan,Verba
terakuisisi,Adjektiva
terakuk,Verba
terakumulasi,Verba
terakup,Nomina
terakurat,Adjektiva
teral,Verba
terala,Adjektiva
teralahkan,Verba
teralan,Nomina
teralang,Verba
teralang-alang,Verba
terali,Nomina
teralienasi,Verba
teralih,Verba
teraling,Nomina
teralokasi,Verba
teralpa,Adjektiva
teralun,Verba
teramah,Adjektiva
teramai,Adjektiva
teraman,Adjektiva
teramankan,Verba
teramat,Adverbia
terambah,Verba
terambang,Verba
terambang-ambang,Verba
terambau,Verba
terambil,Verba
terambung-ambung,Verba
teramisin,Nomina
terampai,Verba
terampas,Verba
terampil,Adjektiva
teramping,Adjektiva
terampok,Verba
terampungkan,Verba
terampuni,Verba
teramputasi,Verba
teramung,Numeralia
teran,Verba
teranalisis,Verba
teranas,Nomina
terancam,Verba
terancu,Adjektiva
terandal,Verba
terandalkan,Verba
terandam,Verba
teranduh,Verba
teraneh,Adjektiva
terang,Adjektiva
terang-terang,Adverbia
terang-terangan,Adverbia
terangah,Adjektiva
terangan-angan,Verba
teranggar-anggar,Verba
teranggarkan,Verba
terangguk-angguk,Verba
teranggul-anggul,Verba
teranggun,Adjektiva
terangin,Verba
terangin-angin,Verba
terangkai,Verba
terangkat,Nomina
terangker,Adjektiva
terangkuh,Adjektiva
terangkum,Verba
terangkup,Verba
terangkup-angkup,Verba
terangkut,Verba
terangsang,Verba
teraniaya,Verba
teranja-anja,Adjektiva
teranjur,Verba
terantai,Verba
terantar,Verba
terantik,Adjektiva
terantisipasi,Adjektiva
terantuk,Verba
teranulir,Adjektiva
teranyam,Verba
teranyar,Adjektiva
terap,Verba
terapan,Adjektiva
terapang,Nomina
terapeutik,Adjektiva
terapi,Adjektiva
terapis,Nomina
terapit,Adjektiva
terapresiasi,Verba
terapuh,Adjektiva
terapung,Verba
terapung-apung,Verba
terarah,Verba
terarium,Nomina
terarsip,Verba
terarsir,Adjektiva
terarungi,Verba
teras,Nomina
terasa,Verba
terasah,Verba
terasak,Verba
terasakan,Verba
terasam,Adjektiva
terasering,Nomina
terasi,Nomina
terasimilasi,Verba
terasing,Verba
teraso,Nomina
terasosiasi,Verba
teraspal,Verba
terasri,Adjektiva
terasuh,Verba
terasuki,Verba
terasuransi,Verba
terasuransikan,Verba
terasyik,Adjektiva
teratai,Nomina
teratak,Nomina
teratap,prakategorial
teratasi,Verba
teratofobia,Nomina
teratogen,Nomina
teratologi,Nomina
teratozoospermia,Nomina
teratu,Nomina
teratung-atung,Verba
teratur,Verba
terau,Verba
teraudit,Nomina
teraup,Verba
terawai,Verba
terawang,Nomina
terawasi,Verba
terawat,Verba
terawatt,Nomina
terawet,Adjektiva
terawetkan,Verba
terayan-rayan,Verba
terayap-rayap,Verba
terayomi,Verba
terayu,Verba
terayun,Verba
terazia,Verba
terbabang,Verba
terbabar,Verba
terbabas,Verba
terbabat,Verba
terbabit,Verba
terbaca,Verba
terbacok,Verba
terbada-bada,Verba
terbadai,Verba
terbagi,Verba
terbagikan,Verba
terbagus,Adjektiva
terbahak,Verba
terbahak-bahak,Adverbia
terbahana,Verba
terbahas,Verba
terbahaya,Adjektiva
terbaik,Adjektiva
terbaiki,Verba
terbakar,Verba
terbakarkan,Verba
terbalas,Verba
terbalik,Adjektiva
terbalikkan,Adjektiva
terbalut,Verba
terbambang,Verba
terban,Verba
terbancut,Adjektiva
terbanderol,Adjektiva
terbandingkan,Verba
terbang,Nomina
terbang-terbang,Verba
terbangai,Verba
terbangkang,Adjektiva
terbangkit,Verba
terbangkitkan,Verba
terbangun,Verba
terbanjiri,Verba
terbantahkan,Verba
terbantai,Verba
terbanting,Verba
terbantu,Verba
terbantun,Verba
terbantut,Verba
terbanyak,Adjektiva
terbarbar,Adjektiva
terbaring,Verba
terbaru,Adjektiva
terbarukan,Verba
terbasmi,Verba
terbata-bata,Adverbia
terbatas,Verba
terbatasi,Verba
terbatuk-batuk,Verba
terbau,Verba
terbaur,Verba
terbawa,Verba
terbawa-bawa,Verba
terbawah,Adjektiva
terbayan,Adjektiva
terbayang,Verba
terbayang-bayang,Verba
terbayangkan,Verba
terbayar,Verba
terbayarkan,Verba
terbebang,Adjektiva
terbebani,Verba
terbebar,Verba
terbebas,Verba
terbebaskan,Verba
terbeber,Verba
terbeberkan,Verba
terbeda-bedakan,Adjektiva
terbedakan,Verba
terbedol,Verba
terbeka,Verba
terbekuk,Verba
terbelah,Verba
terbelahak,Verba
terbelakang,Adjektiva
terbelalak,Verba
terbelam,Verba
terbelangah,Verba
terbelelang,Verba
terbelenggu,Verba
terbeli,Verba
terbeliak,Verba
terbelingkang,Verba
terbelingut,Verba
terbelintang,Verba
terbelit,Verba
terbenam,Verba
terbenar,Verba
terbendang,Verba
terbendung,Verba
terbengang,Adjektiva
terbengkalai,Verba
terbengkil-bengkil,Adjektiva
terbengong-bengong,Verba
terbentang,Verba
terbentuk,Verba
terbentur,Verba
terbentus,Verba
terberak,Adjektiva
terberak-berak,Verba
terberanikan,Verba
terberat,Adjektiva
terberita,Verba
terberitakan,Verba
terberkahi,Verba
terberumbun,Adjektiva
terbesar,Adjektiva
terbesit,Adjektiva
terbeti,Adjektiva
terbetik,Verba
terbeting,Verba
terbiar,Adjektiva
terbias,Verba
terbiasa,Verba
terbiaskan,Verba
terbikin,Verba
terbilang,Verba
terbirit,Verba
terbirit-birit,Verba
terbis,Nomina
terbit,Verba
terbitan,Nomina
terbium,Nomina
terbius,Verba
terbodoh,Adjektiva
terbongkar,Verba
terbuai,Verba
terbuai-buai,Verba
terbuang,Verba
terbuang-buang,Verba
terbuas,Adjektiva
terbuat,Verba
terbudur,Verba
terbujuk,Verba
terbujur,Verba
terbuka,Verba
terbukti,Verba
terbuku,Verba
terbul,Nomina
terbulang,Verba
terbuncang,Verba
terbungkuk-bungkuk,Verba
terbungkus,Adjektiva
terbuni,Verba
terbuntang,Verba
terbunuh,Verba
terburai,Verba
terburu,Verba
terburu-buru,Verba
terburuk,Adjektiva
terbusung,Verba
terbut,Nomina
tercabik,Verba
tercabut,Verba
tercacah,Verba
tercacak,Verba
tercacat,Verba
tercagak,Verba
tercakar,Verba
tercakup,Verba
tercalar,Verba
tercambuk,Verba
tercampak,Verba
tercampung,Verba
tercampur,Verba
tercanang,Verba
tercancang,Verba
tercangah,Verba
tercangak-cangak,Verba
tercanggung,Adjektiva
tercangkel,Verba
tercantik,Adjektiva
tercantol,Verba
tercantum,Verba
tercapai,Verba
tercapak,Verba
tercaplok,Verba
tercari,Verba
tercatat,Verba
tercatuk,Verba
tercebur,Verba
tercecah,Verba
tercecer,Verba
tercedera,Verba
tercederai,Verba
tercegah,Verba
tercegat,Verba
tercekam,Verba
tercekat,Verba
tercekih,Verba
tercekik,Verba
tercekluk,Verba
tercela,Verba
tercelampak,Verba
tercelapak,Verba
tercelentang,Verba
tercelomok,Verba
tercelus,Verba
tercema,Verba
tercemar,Verba
tercemas,Adjektiva
tercemplung,Verba
tercengang,Verba
tercengang-cengang,Verba
tercengkeram,Adjektiva
tercengung,Verba
tercengut,Verba
tercenung,Adjektiva
tercerabut,Verba
tercerahkan,Verba
tercerai,Verba
tercerai-berai,Verba
tercerap,Verba
tercerewet,Adjektiva
terceritakan,Verba
terceroboh,Adjektiva
tercetak,Verba
tercetus,Verba
terciduk,Verba
tercilap-cilap,Verba
tercingangah,Adjektiva
tercinta,Verba
terciprat,Verba
tercipta,Verba
tercirit,Verba
tercitra,Verba
tercium,Verba
tercoang,Verba
tercoblos,Verba
tercocok,Verba
tercogok,Verba
tercolok,Verba
tercondong,Adjektiva
tercongget-congget,Verba
terconggok,Verba
terconteng,Verba
tercorek,Verba
tercoreng,Verba
tercoreng-moreng,Verba
tercoret,Verba
tercuar,Verba
tercuci,Verba
tercukupi,Verba
tercukur,Verba
tercundang,Verba
tercungap,Verba
tercungap-cungap,Adjektiva
tercupai,Verba
tercurah,Verba
tercurahkan,Verba
tercuri,Verba
terdadak,Verba
terdadek,Verba
terdaftar,Verba
terdaging,Verba
terdahulu,Adjektiva
terdahului,Verba
terdaki,Verba
terdakwa,Nomina
terdamaikan,Verba
terdampar,Verba
terdangka-dangka,Verba
terdanguk,Verba
terdapat,Verba
terdayuh,Adjektiva
terdayuk,Adjektiva
terdedah,Verba
terdefinisi,Verba
terdefinisikan,Verba
terdegradasi,Verba
terdekat,Adjektiva
terdempok,Verba
terdengak,Verba
terdengar,Verba
terdengih-dengih,Verba
terdenguk,Verba
terdepan,Adjektiva
terdepresiasi,Verba
terderek,Verba
terderita,Verba
terdesain,Verba
terdesak,Verba
terdeskripsi,Verba
terdeteksi,Verba
terdiagnosis,Verba
terdiam,Verba
terdidik,Verba
terdiferensiasi,Verba
terdigitalisasi,Verba
terdigitalkan,Verba
terdinding,Verba
terdingin,Adjektiva
terdiri,Verba
terdiskriminasi,Verba
terdistorsi,Verba
terdistribusi,Verba
terdodong,Verba
terdohok,Verba
terdongak,Verba
terdongkrak,Verba
terdorong,Verba
terduduk,Verba
terduduki,Verba
terduga,Nomina
terduga-duga,Verba
terealisasi,Verba
terealisasikan,Verba
tereban,Verba
terebus,Verba
terebut,Verba
teredam,Verba
teredukasi,Verba
tereduksi,Verba
teredup,Adjektiva
terefleksi,Verba
terefleksikan,Verba
teregistrasi,Verba
terehab,Verba
terehabilitasi,Verba
terein,Nomina
terejawantah,Verba
terekam,Verba
terekap,Verba
terekapitulasi,Verba
terekayasa,Verba
terekeh-ekeh,Verba
terekomendasi,Verba
terekonstruksi,Verba
terekrut,Verba
tereksekusi,Verba
terekspos,Verba
terelakkan,Verba
tereliminasi,Verba
terelokasi,Verba
terembut-embut,Verba
terembut-rembut,Verba
terempang,Verba
terempap,Verba
terempas,Verba
terempas-empas,Verba
terenak,Adjektiva
terenang,Nomina
terencah,Verba
terencana,Verba
terencat,Verba
terendah,Adjektiva
terendak,Nomina
terendam,Verba
terendap,Verba
terendapkan,Verba
terendong,Verba
terenen,Nomina
terengah-engah,Verba
terenggut,Verba
terengkuh,Verba
terentak,Verba
terentang,Nomina
terentas,Verba
terentaskan,Verba
terenyah,Adjektiva
terenyuh,Adjektiva
terepas,Verba
tererami,Adverbia
terereng,Adjektiva
tererosi,Verba
teres,Nomina
teresak,Verba
teresak-esak,Verba
teresap,Verba
terespons,Verba
teresterifikasi,Verba
terestrial,Adjektiva
terestris,Adjektiva
teretas,Verba
teretet,Nomina
terevaluasi,Verba
terevisi,Verba
terevitalisasi,Verba
terfasilitasi,Verba
terfavorit,Adjektiva
terfenomenal,Verba
terfermentasi,Verba
terfermentasikan,Verba
terfitnah,Nomina
terfluorinasi,Adjektiva
terfokus,Verba
terfokuskan,Verba
terformulasi,Verba
terformulasikan,Verba
terfragmentasi,Verba
tergabas,Adjektiva
tergabung,Verba
tergadai,Verba
tergadaikan,Verba
tergagah,Adjektiva
tergagap,Verba
tergagap-gagap,Verba
tergagau,Verba
tergaguk-gaguk,Adjektiva
tergalang,Verba
tergali,Verba
tergamak,Verba
tergamang,Verba
tergambar,Verba
tergambarkan,Verba
tergampar,Verba
terganggu,Verba
terganjak,Verba
terganjal,Verba
terganti,Verba
tergantikan,Verba
tergantung,Verba
tergapai,Verba
tergapai-gapai,Verba
tergarap,Verba
tergaris,Verba
tergariskan,Verba
tergaruk,Verba
tergedor,Verba
tergegap-gegap,Adjektiva
tergegar,Verba
tergegas,Verba
tergegas-gegas,Verba
tergegau,Verba
tergelak,Verba
tergelak-gelak,Verba
tergelang-gelang,Adjektiva
tergelangsar,Verba
tergelantung,Verba
tergelap,Adjektiva
tergelar,Verba
tergelebar,Verba
tergelecik,Verba
tergelenang,Verba
tergeleng-geleng,Verba
tergeletak,Verba
tergeliat,Verba
tergelicik,Verba
tergelimpang,Verba
tergelincir,Verba
tergelincuh,Verba
tergelingsir,Verba
tergelintang,Verba
tergelitik,Verba
tergelohok,Verba
tergeluncur,Verba
tergelung,Verba
tergelung-gelung,Verba
tergemap,Verba
tergembleng,Verba
tergembok,Verba
tergeming,Verba
tergenang,Verba
tergencet,Verba
tergendeng,Verba
tergenggam,Verba
tergerai,Verba
tergerai-gerai,Verba
tergerak,Verba
tergerenyeng-gerenyeng,Verba
tergerogoti,Verba
tergerung,Verba
tergerus,Verba
tergesa-gesa,Adjektiva
tergesek,Verba
tergeser,Verba
tergetah,Verba
tergetar,Verba
tergial,Verba
tergigit,Adjektiva
tergila-gila,Verba
tergilas,Verba
tergiling,Verba
tergit,Nomina
tergiur,Verba
tergoda,Verba
tergolek,Verba
tergolek-golek,Verba
tergolok,Verba
tergolong,Verba
tergombal,Adjektiva
tergombali,Verba
tergontai-gontai,Verba
tergopoh,Adjektiva
tergores,Verba
tergos,Nomina
tergosok,Verba
tergoyahkan,Verba
tergoyang,Verba
tergradasi,Verba
tergudik-gudik,Verba
tergugah,Verba
tergugat,Nomina
tergugu-gugu,Adjektiva
terguguk,Verba
tergugup,Adjektiva
tergugup-gugup,Verba
terguling,Verba
terguling-guling,Verba
tergulir,Verba
tergulung,Verba
tergulut,Adjektiva
tergulut-gulut,Adjektiva
tergunakan,Verba
terguncang,Adjektiva
tergunting,Verba
tergurat,Verba
tergusur,Verba
terguyur,Verba
terhabiskan,Verba
terhablur,Verba
terhad,Verba
terhadap,Partikel
terhakimi,Verba
terhal,Verba
terhalang,Verba
terhalangi,Verba
terhambat,Verba
terhambat-hambat,Verba
terhambur,Verba
terhampar,Verba
terhangat,Adjektiva
terhantam,Verba
terhantar,Verba
terhanyut,Verba
terhapus,Verba
terhapuskan,Verba
terharak-harak,Adjektiva
terharap-harap,Verba
terharu,Verba
terharum,Adjektiva
terhasrat,Verba
terhasut,Verba
terhebat,Adjektiva
terhembalang,Verba
terhempap,Verba
terhempas,Verba
terhengit-hengit,Adjektiva
terhenti,Verba
terhenti-henti,Verba
terhentikan,Verba
terhenyak,Verba
terheran-heran,Adjektiva
terhias,Verba
terhibur,Verba
terhidang,Verba
terhidrasi,Verba
terhidrogenasi,Adjektiva
terhidroksilasi,Verba
terhimpun,Verba
terhina,Verba
terhindar,Verba
terhindari,Verba
terhindarkan,Verba
terhingga,Verba
terhinggut-hinggut,Verba
terhipnosis,Verba
terhirup,Verba
terhisab,Verba
terhitung,Verba
terhormat,Adjektiva
terhubung,Verba
terhukum,Nomina
terhuni,Verba
terhunikan,Adjektiva
terhunjam,Verba
terhunus,Verba
terhuyung,Verba
terhuyung-huyung,Verba
teri,Nomina
teriak,Nomina
teriakan,Nomina
teriba,Nomina
tericuh,Adjektiva
teridentifikasi,Verba
terigau,Verba
terigau-igau,Verba
terigu,Nomina
terijuk,Verba
terik,Nomina
terika,Verba
terikat,Verba
terikit,Nomina
terikut,Verba
terima,Verba
terimbas,Verba
terimbau,Verba
terimpi-impi,Verba
terimpikan,Verba
terimpit,Verba
terimplementasi,Verba
terimplementasikan,Verba
terimplikasi,Verba
terimplisit,Verba
terin,Nomina
terincit,Verba
terincut-incut,Verba
terindah,Adjektiva
terindang,Verba
terindikasi,Verba
terindil,Adjektiva
terinfeksi,Adjektiva
terinformasikan,Verba
tering,Nomina
teringa-inga,Verba
teringan,Adjektiva
teringat,Verba
teringat-ingat,Verba
terinil,Nomina
terinisiasi,Verba
terinjak,Verba
terinjak-injak,Verba
terinspirasi,Verba
terinstal,Verba
terintai,Verba
terintang,Verba
terintegrasi,Verba
terintervensi,Verba
terintimidasi,Verba
terintrusi,Verba
terinventarisasi,Nomina
terion,Verba
terionisasi,Adjektiva
terionkan,Nomina
teripang,Nomina
teriris,Adjektiva
teriris-iris,Adjektiva
teriritasi,Verba
terisak-isak,Adverbia
terisap,Verba
terisi,Verba
terisolasi,Adjektiva
terista,Adjektiva
teristimewa,Adjektiva
teritih,Nomina
teritik,Verba
teritip,Nomina
teritis,Nomina
teritorial,Adjektiva
teritorium,Nomina
teriujung,Nomina
teriyaki,Nomina
terizinkan,Adjektiva
terjabarkan,Verba
terjadi,Verba
terjadwal,Verba
terjaga,Verba
terjahit,Verba
terjajah,Verba
terjajar,Verba
terjal,Adjektiva
terjala,Verba
terjali,Verba
terjalin,Verba
terjamah,Verba
terjamin,Verba
terjang,Verba
terjangan,Nomina
terjangkang,Adjektiva
terjangkau,Verba
terjangkit,Verba
terjangkiti,Verba
terjanji,Verba
terjantang,Verba
terjantur,Verba
terjarak,Verba
terjaring,Verba
terjatuh,Verba
terjauh,Adjektiva
terjauhkan,Verba
terjawab,Verba
terjebak,Verba
terjeblok,Verba
terjeblos,Verba
terjegil,Verba
terjela,Verba
terjelabak,Verba
terjelak,Adjektiva
terjelapak,Verba
terjelaskan,Verba
terjelengar,Verba
terjelepok,Verba
terjelma,Verba
terjemah,prakategorial
terjemahan,Nomina
terjembak-jembak,Verba
terjembatani,Verba
terjemur,Verba
terjengkang,Verba
terjepit,Verba
terjepret,Verba
terjerahak,Verba
terjerahap,Verba
terjerang,Verba
terjerangkang,Verba
terjerap,Verba
terjerat,Verba
terjerembap,Verba
terjerembat,Verba
terjerembun,Verba
terjerempak,Verba
terjerit-jerit,Verba
terjerohok,Verba
terjerojol,Verba
terjerongkang,Verba
terjerongkong,Verba
terjerumus,Verba
terjerumuskan,Verba
terjerunuk,Verba
terjila,Verba
terjilat,Verba
terjinjing,Verba
terjotos,Verba
terjual,Verba
terjulai,Verba
terjulur,Verba
terjumbai,Adjektiva
terjumlah,Verba
terjumpa,Verba
terjun,Verba
terjunam,Verba
terjungkal,Verba
terjungkat,Adjektiva
terjungkir,Verba
terjungkit,Verba
terjuntai,Verba
terjurai,Verba
terjustifikasi,Verba
terka,Verba
terkaan,Nomina
terkabar,Verba
terkabul,Verba
terkacau,Adjektiva
terkadang,Adverbia
terkadang-kadang,Adverbia
terkaget-kaget,Adjektiva
terkagetkan,Verba
terkagum-kagum,Verba
terkail,Verba
terkaing-kaing,Adjektiva
terkait,Verba
terkaji,Verba
terkakah-kakah,Verba
terkakak-kakak,Verba
terkalahkan,Verba
terkalang,Verba
terkam,Verba
terkaman,Nomina
terkambus,Verba
terkampai,Verba
terkampul-kampul,Verba
terkanan,Adjektiva
terkancah,Verba
terkanceh,Adjektiva
terkancing,Verba
terkandas,Verba
terkandung,Verba
terkangkang,Verba
terkanjar-kanjar,Verba
terkantuk,Verba
terkantuk-kantuk,Verba
terkap,Verba
terkapah-kapah,Verba
terkapai-kapai,Verba
terkapar,Verba
terkapung-kapung,Verba
terkaramelkan,Verba
terkasih,Adjektiva
terkatah-katah,Verba
terkatakan,Verba
terkategori,Verba
terkatrol,Verba
terkatung-katung,Verba
terkatup,Verba
terkaya,Adjektiva
terkayai,Adjektiva
terkayuhkan,Verba
terkebat,Verba
terkebelakang,Adjektiva
terkebiri,Verba
terkecai,Adjektiva
terkecap-kecap,Verba
terkecewa,Verba
terkecil,Adjektiva
terkecoh,Verba
terkecuali,Verba
terkedai,Verba
terkedek-kedek,Verba
terkedik,Verba
terkedip,Verba
terkedip-kedip,Verba
terkehel,Adjektiva
terkejam,Verba
terkejar,Verba
terkejar-kejar,Verba
terkeji,Adjektiva
terkejut,Verba
terkekang,Verba
terkekau-kekau,Verba
terkekeh-kekeh,Verba
terkekek-kekek,Verba
terkelam,Adjektiva
terkelap,Verba
terkelat,Verba
terkelempai,Verba
terkelepai,Verba
terkelepek,Verba
terkelepet,Verba
terkelepuk,Verba
terkelik,Verba
terkelinjat-kelinjat,Verba
terkelip-kelip,Verba
terkelola,Verba
terkelolong,Verba
terkelopak,Verba
terkeloyak,Verba
terkelu,Verba
terkeluani,Verba
terkelubak,Verba
terkeluh,Adjektiva
terkeluk,Verba
terkelupas,Verba
terkemas,Adjektiva
terkembang,Verba
terkempa,Verba
terkempul-kempul,Verba
terkemudian,Adjektiva
terkemuka,Adjektiva
terkemut-kemut,Verba
terkena,Verba
terkenal,Verba
terkenang,Verba
terkencang,Adjektiva
terkencar-kencar,Adjektiva
terkencing,Verba
terkencing-kencing,Verba
terkendala,Verba
terkendali,Verba
terkendalikan,Verba
terkendur,Adjektiva
terkental,Adjektiva
terkentut,Verba
terkentut-kentut,Verba
terkenyal,Adjektiva
terkepak,Adjektiva
terkepak-kepak,Verba
terkepal,Verba
terkepang,Verba
terkepil,Verba
terkepoh,Verba
terkepung,Verba
terkerak,Verba
terkerangka,Nomina
terkerangkeng,Verba
terkeranjat,Verba
terkerap,Adjektiva
terkeras,Adjektiva
terkerat,Verba
terkerek,Verba
terkerempeng,Adjektiva
terkeren,Adjektiva
terkereseng,Verba
terkering,Verba
terkeruh,Adjektiva
terkeruk,Verba
terkerunyut,Verba
terkerut,Verba
terkesal,Adjektiva
terkesan,Verba
terkesiap,Verba
terkesima,Verba
terkesot-kesot,Adverbia
terkesut-kesut,Verba
terketuk,Verba
terkhas,Adjektiva
terkhayal,Adjektiva
terkhusus,Verba
terkhusyuk,Adjektiva
terkial-kial,Verba
terkibul,Verba
terkibuli,Verba
terkicu,Verba
terkijai-kijai,Verba
terkikih-kikih,Verba
terkikik-kikik,Verba
terkikis,Verba
terkilan,Verba
terkilas,Verba
terkilat,Verba
terkilir,Verba
terkimah,Adverbia
terkimbang-kimbang,Verba
terkimpus,Verba
terkincak-kincak,Verba
terkindap-kindap,Verba
terkini,Adjektiva
terkinja-kinja,Verba
terkinjat,Verba
terkira,Verba
terkirai-kirai,Verba
terkirakan,Verba
terkirim,Nomina
terkirimkan,Verba
terkisah,Verba
terkisruh,Adjektiva
terkisut,Adjektiva
terkitar-kitar,Verba
terkiuk,Verba
terklasifikasikan,Verba
terklimis,Adjektiva
terkobar,Verba
terkobarkan,Verba
terkobok,Verba
terkocak,Verba
terkocoh-kocoh,Adjektiva
terkojol-kojol,Verba
terkokol,Adjektiva
terkokol-kokol,Adjektiva
terkokot,Verba
terkolimasi,Verba
terkolot,Adjektiva
terkompensasi,Nomina
terkomplet,Adjektiva
terkomputerisasi,Verba
terkondang,Adjektiva
terkondisikan,Verba
terkonfirmasi,Verba
terkongkong,Verba
terkonjugasi,Verba
terkonsentrasi,Verba
terkonsep,Verba
terkonservasi,Verba
terkonsolidasi,Verba
terkontak,Verba
terkontaminasi,Verba
terkontrak,Verba
terkontraksi,Verba
terkontrol,Verba
terkonversi,Verba
terkooptasi,Verba
terkoordinasi,Verba
terkopi,Verba
terkoreksi,Verba
terkosel-kosel,Verba
terkotak,Verba
terkotak-kotak,Verba
terkoteng-koteng,Adjektiva
terkotori,Verba
terkoyak,Verba
terkristal,Verba
terkuai-kuai,Verba
terkuak,Verba
terkuasai,Verba
terkubak,Verba
terkubu,Verba
terkubur,Verba
terkucai,Verba
terkucak,Verba
terkucil,Verba
terkudeta,Verba
terkudian,Verba
terkujut,Verba
terkul,Nomina
terkulai,Verba
terkumpal-kumpal,Verba
terkumpar,Verba
terkumpul,Verba
terkunci,Verba
terkungkung,Verba
terkuntum,Verba
terkunyah,Verba
terkup,Verba
terkupas,Verba
terkuras,Verba
terkurung,Verba
terkutub,Verba
terkutuk,Verba
terlacak,Verba
terlahir,Verba
terlak,Nomina
terlaksana,Verba
terlaksanakan,Verba
terlalah,Verba
terlalai,Adjektiva
terlalaikan,Verba
terlalu,Adverbia
terlambak,Verba
terlambat,Verba
terlampai,Verba
terlampau,Verba
terlampaui,Verba
terlampir,Verba
terlancap,Verba
terlanda,Verba
terlangah,Verba
terlanggar,Verba
terlangkahkan,Verba
terlangkaui,Verba
terlangkup,Verba
terlangsung,Verba
terlanjau,Verba
terlansir,Verba
terlantan,Verba
terlantas,Verba
terlantik,Verba
terlanting,Adverbia
terlantung,Verba
terlantung-lantung,Verba
terlapor,Nomina
terlara-lara,Verba
terlarang,Verba
terlaris,Adjektiva
terlarut,Verba
terlarutkan,Verba
terlatih,Adjektiva
terlawan,Verba
terlayah,Verba
terlayak,Adjektiva
terlayang,Verba
terlayang-layang,Verba
terlayani,Verba
terlayap,Verba
terlebih,Adverbia
terlebih-lebih,Adverbia
terlebur,Adverbia
terlecah,Verba
terlecut,Verba
terledakkan,Verba
terleka,Verba
terlekat,Verba
terlelah,Adjektiva
terlelang,Verba
terlelap,Verba
